,tdata.id,tdata.member_id,tdata.funded_amnt_inv,tdata.int_rate,tdata.fico_range_high,tdata.fico_range_low,tdata.total_pymnt,tdata.total_rec_late_fee,pred,tdata.grade,tdata.emp_name,tdata.title,tdata.addr_city,tdata.pub_rec_bankruptcies,tdata.next_pymnt_d,tdata.Churn,m1.yhat (Probability of defaulting)
19142,835682,1045654,11200,0.1199,739,735,5214.09,0,249.09,B,CareCentrix,Personal Loan,MIDDLETOWN,0,9/14/2013,1,0.240724318
18723,824016,1032624,5000,0.1479,674,670,4131.36,0,172.82,C,Hines interests,Payoff american express,Kew gardens hills,0,9/5/2013,0,0.240585754
12192,649673,831114,10000,0.1491,684,680,7339.56,0,237.43,D,Total Metal Services,Relief ,Detroit,0,9/21/2013,0,0.240519099
18736,824483,1033150,4750,0.1299,694,690,4036.08,0,168.45,C,DaVita Rx,Debt Consolidation Loan,Keller,0,10/4/2013,0,0.240500942
26921,502284,645857,4875,0.1533,664,660,5394.31,0,174.15,D,The Boeing Co.,personal loan,Converse,1,3/21/2013,1,0.240496255
14144,705826,897931,3975,0.1037,744,740,2386.16,0,85.72,B,"CHA Consulting, Inc",1998 Chevelet Camaro,Christiansburg,0,9/30/2013,0,0.240487934
13931,697592,888935,7975,0.1306,694,690,5229.86,0,182.28,C,Ferguson Ent. Inc.,Consolidation Loan,Wildomar,0,9/23/2013,0,0.240466141
14248,708717,901239,8400,0.138,704,700,5400.36,0,194.59,C,"Citationair, llc",Wedding Loan,Stratford,0,10/4/2013,0,0.240411495
18442,816414,1024145,16850,0.1839,714,710,10785.5,0,431.47,E,JPM Chase,Freedom,belvidere,0,9/28/2013,0,0.240376962
17114,783810,986961,1800,0.1199,694,690,1564,0,59.78,B,SofTec Solutions,Pay Down,Bolingbrook,1,9/27/2013,0,0.240309796
22569,993766,1218358,3000,0.1065,704,700,2047.71,0,97.72,B,veterans affairs medical center,personal,racine,0,9/30/2013,0,0.240265252
24325,1039849,1269792,3500,0.0991,699,695,2248.6,0,112.79,B,"WELLS FARGO BANK, N.A.",Debt Consolidation,SAN ANTONIO,0,9/6/2013,0,0.240230248
11361,631432,808903,1500,0.0962,699,695,1726.69,0,286.99,B,xerox corp,mpl loan,los angeles,0,null,0,0.240208205
7440,539798,696984,4475,0.1398,699,695,3863.91,0,104.67,C,Limbach Company,Texas is calling me home,Reston,0,9/14/2013,0,0.240193398
23789,1028400,1257599,3200,0.1242,689,685,2132.8,0,106.93,B,Kaydon ,clearcredit2011,Lorain,0,9/30/2013,0,0.240182132
12986,669498,856061,12000,0.1825,679,675,9133.63,0,306.36,F,Lee County Board of Commissioners,Wedding Loan,Bonita Springs,0,9/21/2013,0,0.240115122
20790,877565,1092322,2500,0.0999,714,710,1847.13,0,80.66,B,Fiserv,My daughters wedding,Mohnton,1,9/22/2013,0,0.240103478
1197,369968,378297,3837.794659,0.1505,684,680,4993.13,0,149.07,D,ShearsAdkins Architects,Credit Payoff,Denver,1,null,0,0.23996842
12599,660249,844452,2000,0.1074,694,690,2322.13,0,630.7,B,Schneider Electric,Wedding Costs,CHARLOTTE,0,null,0,0.239961006
19841,854297,1066534,18800,0.1749,684,680,10840.13,0,472.83,D,COPE,Debt,Freeport,0,9/30/2013,0,0.2398695
18730,824222,1032869,2050,0.1199,684,680,1673.28,0,69.75,B,Golden Artist colors,Hyundai,Hamilton,0,10/4/2013,0,0.239857067
17971,804500,1010388,16000,0.1969,684,680,10471.25,0,421.15,E,Key Bank,Debit Consolidation,Fairview Park,0,9/17/2013,0,0.239774007
22849,1001323,1227515,19975,0.1527,714,710,9971.64,0,478.64,C,Point Eight Power,CC Payoff,Pittsburgh,0,9/8/2013,0,0.239753658
21527,928022,1148773,6000,0.1465,674,670,4548.5,0,206.97,C,Continenral Airlines,debt consolidation,ASTORIA,0,9/24/2013,0,0.239739389
23007,1005050,1231714,13950,0.1065,749,745,6294.1,0,301.96,B,Fairmont Hotel Company,Medical Expenses,CHICAGO,0,9/10/2013,0,0.239732954
19053,833322,1042898,19650,0.2062,679,675,12198.05,0,530.77,F,centennial elevator industries inc,debt consolidation,goshen,0,9/30/2013,0,0.239716061
4690,480554,610939,7925,0.1273,719,715,5089.18,0,70.8,C,northcoast college painters,Miles,madison,0,null,1,0.239701626
13687,689461,879748,14750,0.1037,709,705,6808.48,0,486.62,B,Ross Dress For Less,Debt Consolidation Loan,POMPANO BEACH,0,null,1,0.239558156
24657,1048026,1279160,7800,0.1349,699,695,5277,0,264.66,C,The Weeks Lerman Group,kitchen ,West Hempstead ,0,9/14/2013,0,0.239525773
12968,668994,855397,12000,0.1825,669,665,9141.9,0,306.36,F,Chumash Casino,In need loan,Lompoc,0,9/20/2013,0,0.239508926
15805,748243,947272,9600,0.1299,714,710,5677.61,0,49.07,C,san diego city schools,loan 2011,san diego,0,9/26/2013,0,0.239473955
19971,857636,1070124,15000,0.1399,724,720,8006.07,0,348.95,C,5 Keys  Charter School,Small Business Loan,Hayward,0,9/18/2013,0,0.239431393
22345,986466,1210438,10325,0.1171,729,725,4894.68,0,233.69,B,colorado natural meats,lowerapr,westminster,0,9/22/2013,0,0.239386655
15501,739682,937278,4200,0.1306,684,680,3818.88,0,141.64,C,KINDER MORGAN,NOMAD,Old Bridge,0,9/9/2013,0,0.239368085
24583,1046516,1277562,15000,0.1242,749,745,6724.2,0,336.86,B,The Boeing Company,Finish Basement,Florissant,0,9/15/2013,0,0.239340678
25353,1063582,1296138,7200,0.1596,689,685,5047.2,0,252.99,C,Harrah's Resort,Consolidation,Ventnor City,0,9/23/2013,0,0.23930233
13065,671259,858214,7500,0.1268,714,710,5057.24,0,169.43,C,Lake Park Skilled Facility,10 years together,Toledo,0,9/23/2013,0,0.239291298
17330,788444,992145,2000,0.1199,684,680,1660,0,66.42,B,Retail Data Systems,Getting Everything Together,Naperville,0,9/30/2013,0,0.239202737
19205,837450,1047576,12000,0.1523,704,700,6841.2,0,286.93,C,Epsilon,CC pay off,Peabody,0,9/15/2013,0,0.239155999
17161,785069,988336,15000,0.1399,734,730,8010.9,0,348.95,C,Gelber Group,Debt Consolidation,Tequesta,0,9/27/2013,1,0.239077915
9580,592468,760920,14082.34778,0.1682,684,680,9332.09,0,44.2,E,"erker security systems, inc.",pay my debt,st. louis,0,null,1,0.239053924
20864,879493,1094423,14750,0.1349,724,720,7915.45,0,345.08,C,Oakland Lubrication Company,Debt Consolidation,Springfield,0,9/23/2013,0,0.23904948
22414,987927,1212133,9750,0.0991,739,735,4664.22,0,212.03,B,Health Care Service Corp,Consolidation,BOLINGBROOK,0,9/26/2013,0,0.239008012
24961,1055920,1287496,3250,0.1242,689,685,2169.2,0,108.6,B,Drivelines Retail Merchandiser,Personal,MORGANTON,0,9/20/2013,0,0.238998021
20270,864821,1078008,19975,0.1689,689,685,11308.87,0,495.87,D,Riverside Center For Behavioral Medicine,debt consolidation,Colton,0,9/10/2013,0,0.238953073
20409,868274,1081991,2500,0.1059,694,690,1865.07,0,81.37,B,WorldStrides ,Debt Consolidation,Wingina ,0,9/13/2013,0,0.238851687
11208,628163,804948,5000,0.1409,664,660,5458.88,0,171.11,D,Atlas  and  Design Contractors,Personal,HOWARD BEACH,0,9/20/2013,0,0.238841838
19543,846309,1057690,15000,0.1399,729,725,8014.35,0,348.95,C,Wahl Refractory Solutions,Bill Consolidation,Tiffin,0,9/23/2013,0,0.23882565
11291,629689,806767,19750.59854,0.1706,684,680,11944.13,0,497.7,E,Spring valley Medical Center,Personal Loan,Las Vegas,0,null,1,0.238820103
1035,363683,373745,2328.67,0.1114,694,690,1804,0,82.02,B,U.S. District Court,Daughter's college,Spanish Fort,0,null,1,0.23880236
7627,544216,702051,7950,0.1682,669,665,7281.23,0,198.05,E,sams club,snowy mountains,colorado springs,0,9/22/2013,0,0.238796264
14763,721057,915570,4000,0.1268,689,685,3745.28,0,134.17,C,Accenture,Moving lending club loan,BROOKLYN,0,9/20/2013,0,0.238762179
2561,427928,505960,1800,0.1221,734,730,2137,0,522.55,B,General Dynamics,Living Establishment,JOSHUA TREE,0,null,0,0.238735636
20465,869473,1083300,8600,0.1599,679,675,6931.97,0,302.31,D,jefferson high school,major purchase,los angeles,0,9/14/2013,0,0.238617649
20128,861801,1074769,2500,0.1099,679,675,1869.9,0,81.84,B,Bridges ,Credit Card Payoff Loan,Chicago,0,9/6/2013,0,0.238539701
13001,670037,856648,11975,0.1825,714,710,9146.1,0,306.36,F,"Hedwig House, inc",Debt Consolidation Loan,norristown,0,9/23/2013,0,0.238534573
16498,766950,967982,5000,0.1099,734,730,2814.76,0,108.69,B,DOL Maint Div,Car,Collins,0,9/6/2013,0,0.238496275
7687,545782,703882,3500,0.1323,684,680,4238.95,0,697.87,C,hotel marriott,3500,BRONX,1,null,0,0.238445657
1167,368954,383950,2122.229074,0.1253,684,680,3011.82,0,89.79,C,usps,bt,BROCKTON,0,null,0,0.238423165
22832,1000956,1227133,25000,0.2167,679,675,14354.76,0,685.8,F,Effingham County Sheriff,Debts,SYLVANIA,0,9/7/2013,0,0.238275283
12365,654081,836500,1500,0.0963,699,695,1657.13,0,205.85,B,Clark County School District,January 2011 Loan,North Las Vegas,0,null,0,0.238222321
10581,613694,786807,1775,0.0925,704,700,2055.07,0,455.09,B,Sonoma Beverage Company,Bridge Loan,FORESTVILLE,0,null,0,0.238181569
10635,614943,788543,4750,0.1483,669,665,5692.85,0,435.61,D,bank of america,home improvement,N weymouth,0,null,0,0.238113205
24036,1034287,1263882,11200,0.1727,699,695,8005.2,0,400.82,D,The Animal Foundation,Debt Consolidation,North Las Vegas,0,10/3/2013,0,0.238101344
26192,338831,338564,525,0.1861,644,640,8202.87,0,229.93,G,Deal Trading,176 Citrus Ave.,West Chester,0,5/21/2011,1,0.238066098
20059,860095,1072874,20950,0.1599,704,700,11694.49,0,510.57,D,Jewish Home Lifecare,loan,rego park,0,10/4/2013,0,0.238053597
9879,599655,769639,3000,0.1361,684,680,3352.14,0,101.97,C,Vector Marketing,Closing,Rochester,0,9/30/2013,0,0.23802185
2119,407128,453909,1950,0.1189,704,700,1658.25,0,66.33,B,Conway Fine Furniture/Roberta Conway,Student Loan,Mena,0,null,1,0.237989991
8285,559726,720504,4775,0.1398,689,685,4012.92,0,111.64,C,Drillmec Inc.,Medical,HOUSTON,0,9/19/2013,0,0.237909104
22210,981721,1204890,2800,0.1065,704,700,1999.8,0,91.21,B,Thorek Memorial Hospital,Major Purchase Loan,CHICAGO,1,9/28/2013,0,0.237863974
19652,849741,1061476,13000,0.1399,729,725,7242.72,0,302.42,C,Ky Dept of Parks,Debt Consolidation,Frankfort,0,9/25/2013,0,0.237830395
26651,445130,543392,3000,0.1287,709,705,3236.35,0,0.95,C,A+ Cleaning & Property Service,Rental moving expenses,Avon,0,8/6/2010,1,0.237686506
12396,654916,837523,5500,0.1454,689,685,5679.3,0,189.43,D,dollar thrifty automotive group,personal,PHOENIX,0,9/28/2013,0,0.237664503
27238,590099,758036,2500,0.1149,729,725,1851.3,0,54.97,B,Experian,Consolidation,Lisle,0,9/14/2013,1,0.237560799
17256,786940,990424,5000,0.1149,714,710,2829.32,0,109.94,B,Nassau University Medical Center,Car Loan,Fresh Meadows  Apt 1L,0,9/28/2013,0,0.237543132
19010,832426,1041816,8000,0.1562,684,680,6701.76,0,279.76,D,"City of Newark, NJ",Moving,Newark,0,9/10/2013,0,0.23747935
5892,504146,649022,5000,0.1533,674,670,5582.27,0,258.5,D,Walmart,Home Improvement,North Port,0,null,1,0.237438081
15937,751870,916248,13975,0.1491,704,700,8945.64,0,332.4,D,Celtic Leasing Corporation,Chase,Tustin,0,9/23/2013,0,0.237419034
9646,594052,762860,9880.751797,0.1398,704,700,6030.25,0,234.91,C,Bruschetta and Co. ,Help my parents!,Miramar,0,null,1,0.237377365
14101,704239,896267,4000,0.1306,669,665,3766,0,134.9,C,Heritage Environmental Services,debt consolidation,Los angeles,0,10/2/2013,0,0.237314555
20751,876406,1091054,5500,0.1523,689,685,4380.81,0,191.28,C,Rudy's Barber Shops,Pay of high apr credit cards,Seattle,0,9/21/2013,0,0.23729571
21157,886763,1102765,2900,0.0991,704,700,2047.1,0,93.46,B,Alpine Lanes,Chase Chase Credit Away,Muskego,0,9/10/2013,0,0.237272028
20598,872797,1087011,9000,0.0999,744,740,4389.78,0,191.18,B,Hensel Phelps Construction Company,Auto,The Hills,0,9/17/2013,0,0.237250855
598,320318,320306,3278.078576,0.1261,679,675,4822.56,0,145.88,D,"Arbor Properties, Inc.",Pay off high interest credit cards,Tallahassee,1,null,0,0.237230967
15718,746161,944814,4000,0.1399,674,670,3769.72,0,136.7,C,Hough Beck and Baird,Finally Paying of My Credit Card Debt,Seattle,0,9/17/2013,0,0.237199964
22610,994699,1219349,15000,0.1065,799,795,6738.9,0,323.53,B,US ARMY,Home Improvement Loan,Belton,0,9/30/2013,0,0.237108903
20368,867569,1081190,21475,0.1839,694,690,12659.89,0,550.54,E,Castle Family Health Centers,Debt Consolidation ,Merced,0,9/12/2013,0,0.2371036
23174,1010000,1236786,15000,0.1171,704,700,6945,0,496.14,B,N. C. DEPARTMENT OF CORRECTIONS,get back on track,MORRISVILLE,0,null,1,0.237080408
4498,476468,603555,14850,0.1114,759,755,6888,0,492.06,B,broward county library,home improvements,oakland park,0,null,1,0.236891492
15356,736365,933247,4750,0.1059,759,755,2738.07,0,102.31,B,Chicago Public Schools,Debt Help,Chicago,0,9/18/2013,0,0.236883271
11495,634775,813176,2625,0.1261,689,685,3234.23,0,104.71,C,Apple,Pay off credit cards,Irvine,0,9/30/2013,0,0.236881396
3161,443815,540379,15000,0.1218,724,720,6951.84,0,499.5,B,Wal-mart,personal loan,zephyrhills,0,null,1,0.236874239
14474,713402,906620,4000,0.1306,679,675,3772.44,0,134.9,C,UCF,repair,ORLANDO,0,9/9/2013,0,0.236846199
15541,740690,938444,9750,0.1299,714,710,5975.86,0,222.93,C,Tailored Woodcraft/ MSW Trans,Consolidation Loan,Weirton,0,9/10/2013,0,0.236824658
11351,631226,808656,3500,0.1372,664,660,3571.64,0,119.15,C,R&O Construction,December Loan,Clovis,0,9/24/2013,1,0.236815426
20594,872722,1086928,21810.08143,0.1727,704,700,12073.38,0,549.96,D,Carlson Wagonlit Travel,Debt Consolidation,Dallas,0,10/3/2013,0,0.236736243
23604,1022116,1250902,3000,0.1269,669,665,2099.58,0,100.64,B,Signal Solutions,Pay debts off,Sierra Vista,1,9/25/2013,0,0.236731611
12804,664751,849963,5525,0.1454,664,660,5703.3,0,190.29,D,u.s. air force,consolidation,FORT WALTON BEACH,0,9/14/2013,0,0.236656837
20387,867871,1081504,21000,0.1465,729,725,10408.65,0,495.74,C,Christus St.Francis Cabrini Hospital,Backyard Addition,Deville,0,9/30/2013,0,0.236645382
10999,623277,798786,1400,0.1036,699,695,1451.52,0,45.42,B,SOLVAY CHEMICALS,MEDICAL,GREEN RIVER,0,9/12/2013,0,0.236615439
21639,966995,1187692,11625,0.0991,739,735,5422.34,0,246.49,B,assemly,visa,CARMICHAEL,0,9/9/2013,0,0.236613754
20513,870603,1084617,4000,0.1523,664,660,3780.9,0,139.12,C,FedEx Office,Personal Loan,Bloomington,0,9/20/2013,0,0.23659695
23674,1024144,1253257,3000,0.1242,674,670,2101.47,0,100.25,B,2800 Lake Shore Drive Comdominiun Associ,Other Loan,Chicago,0,9/28/2013,0,0.236560574
24480,1043636,1273950,14925,0.1269,744,740,6738,0,338.93,B,Mississippi Lime Company,Debt Consolidation Loan,Godfrey,0,9/10/2013,0,0.236519186
13311,677882,866054,7875,0.138,699,695,5247.84,0,182.43,C,NYSDOT,Medical Loan,jamesville,1,10/3/2013,0,0.236501706
22691,996861,1221929,3000,0.1242,679,675,2102.31,0,100.25,B,Geico,Personal Auto Repair ,BALDWIN,0,10/2/2013,0,0.236499582
16205,759594,959844,2000,0.1099,684,680,1696.24,0,65.47,B,NewYork-Presbyterian,Triniplace1,Bronx,0,9/30/2013,0,0.236478829
7448,540107,697319,2000,0.1038,744,740,2410.61,0,664.61,B,UPMC,Emily's Loan,NORTH VERSAILLES,0,null,0,0.23645385
16608,769235,970679,4800,0.1199,709,705,2768.74,0,106.75,B,columbus div. of fire,Harley,galloway,0,9/9/2013,0,0.236365183
816,353381,356991,353.8366572,0.1128,689,685,2366.66,0,65.77,C,Raven Industries,"3 Year, $2000",Sioux Falls,0,null,0,0.236329471
18586,820615,1028851,11291.73742,0.1349,709,705,6608.64,0,276.06,C,Westchester County,Loan,BROOKLYN,0,10/1/2013,0,0.236325627
24152,1036474,1266349,7500,0.1527,674,670,5207.4,0,260.99,C,Hennepin County Medical Center,Credit Card payoff ,MINNEAPOLIS,0,9/5/2013,0,0.236300215
819,353584,357278,766.0881706,0.1286,674,670,3873.69,0,107.71,D,Waste Management,Personnal,Bristol,0,null,0,0.236267451
2399,421442,495418,4175,0.1442,679,675,5192.73,0,170.29,D,Pittsford Cinema 9,Trying to eliminate credit card debt,Rochester,0,null,0,0.236229339
4406,474392,600056,3250,0.1426,669,665,3479.41,0,111.5,C,NEW,loan payment,KLAMATH FALLS,0,null,1,0.236226318
16572,768524,969835,6100,0.1479,679,675,4638.06,0,210.84,C,usps post office,pool loan,smithville,1,null,1,0.236206207
12825,665308,850609,7350,0.1343,699,695,5045.1,0,168.86,C,Wood  and  Warder  LLC,VCN LC LOAN 1,MOUNT PLEASANT,0,9/18/2013,0,0.236138293
18171,809202,1015999,12000,0.1349,734,730,6870.5,0,276.06,C,Contra Costa Community College District,Debt Consolidation Loan,San Francisco,0,9/26/2013,0,0.23607825
9047,578629,743961,9000,0.183,714,710,8004.5,0,230.02,F,State of Illinois,Fix R Up,SHERMAN,0,9/27/2013,0,0.235989594
10277,606730,778349,2000,0.0999,689,685,2303.27,0,566.13,B,Dept of Veterans Affairs,Boat repair Upgrade,Hudson,0,null,0,0.23572697
17792,800204,1005468,12000,0.1349,729,725,6877,0,276.06,C,"Wellpoint, Inc.",C.Card Consolidation,San Diego,0,9/12/2013,0,0.235607236
24348,1040288,1270251,8000,0.1349,674,670,5413,0,271.45,C,Integra Realty Resources,Debt Consolidation Loan,Orlando,0,9/16/2013,0,0.235526076
25383,1064284,1298080,8000,0.1349,694,690,5413,0,271.45,C,The Home Depot,Bills,WESTMINSTER,0,9/23/2013,0,0.235526076
24628,1047606,1278503,17950,0.1171,759,755,7926.2,0,397.77,B,Krispy Kreme ,Major loan,Richmond ,0,9/13/2013,0,0.235487217
13222,675807,863652,5875,0.1454,664,660,5862.35,0,202.34,D,First Full Gospel Church of Austin,creditcard refinance,austin,0,10/1/2013,0,0.235426264
24505,1044347,1274919,7800,0.1427,714,710,5337,0,267.61,C,The Inn On Vineyard  LLC,Major Purchase Loan,WAILUKU,0,9/11/2013,0,0.235413325
13614,687039,876950,8400,0.1268,724,720,5464.47,0,189.76,C,M-NCPPC,Life's Little Surprises,Silver Spring,0,9/13/2013,0,0.235318978
1217,370631,387653,5574.109188,0.1253,689,685,4546.24,0,284.47,C,ARCO Construction,Debt Consolidate and Divorce Expenses ,Saint Louis,0,null,1,0.23531277
18261,811825,1018911,12000,0.1349,734,730,6881.5,0,276.06,C,john deere,goldwing/loan payoff,thibodaux,0,9/24/2013,0,0.23528153
17806,800472,1005810,12000,0.1349,734,730,6881.75,0,276.06,C,Ewing autohaus,My credit card eliminator loan,plano,0,9/12/2013,0,0.235263444
19432,843143,1053896,19200,0.1749,684,680,11060.93,0,482.25,D,Best Buy,Wedding / Consolidation,San Jose,0,10/2/2013,0,0.23523708
4803,482672,614019,1195.769555,0.1025,704,700,1398.16,0,47.05,B,Telos Corporation,2nd,falls church,0,null,0,0.235222196
15888,750210,949515,9600,0.1349,719,715,5940.81,0,220.85,C,Ameriprise,Home Improvement Loan,De Pere,0,9/21/2013,0,0.235217673
10725,617133,791243,10575,0.178,669,665,8638.4,0,270.55,F,us army,major purchase ,HINESVILLE,0,10/1/2013,0,0.235202467
20182,863103,1076220,19975,0.1689,694,690,11360.62,0,495.87,D,St. Mary Medical Center,Debt consolidation,Orange,0,9/7/2013,0,0.235189659
24695,1048973,1280119,18000,0.1171,749,745,7948.8,0,397.77,B,USAF,Debt Consolidation,VALDOSTA,0,9/20/2013,0,0.235172137
19487,844853,1055952,4500,0.0599,759,755,957.67,0,136.88,A,Wal-Mart,Classic,Gibsonburg,0,null,1,0.235122646
20143,862154,1075130,19950,0.2099,674,670,12382.74,0,540.28,F,NYCDOE,Debt Consolidation 2011,Pelham Manor,0,9/6/2013,0,0.23506592
17809,800498,1005837,12000,0.1349,704,700,6885.25,0,276.06,C,Obiter Research,consolidation,CHAMPAIGN,0,9/20/2013,0,0.235010346
17051,781839,984758,12000,0.1349,729,725,6885.75,0,276.06,C,Department of Justice,Home Improvement - 06/27/11,Kapolei,0,9/11/2013,0,0.234974205
22245,984146,1207932,3000,0.0991,714,710,2119.26,0,96.68,B,wyoming department of corrections,Debt consolidation,Lusk,0,9/22/2013,0,0.234963524
24656,1048015,1279149,16000,0.1242,724,720,7177.4,0,359.32,B,Canon,financial freedom,HILLSIDE,0,9/14/2013,0,0.234865901
14472,713383,906600,4400,0.1037,749,745,2628.92,0,94.3,B,Mariani Landscape,Motorcycle Loan,Palatine,0,9/10/2013,0,0.234845955
22481,990238,1214197,3000,0.0991,724,720,2123.44,0,96.68,B,Central Valley Medical Center,11-Nov,PAYSON,1,9/28/2013,0,0.234661542
9232,583200,749435,9258.451229,0.1706,674,670,7864.89,0,238.9,E,Autumnwood of Livonia,JUNIOR,southfield,0,9/5/2013,0,0.234618101
19153,836134,1046144,12000,0.0991,799,795,5597.24,0,254.44,B,Bretton Woods Research,Business Loan,Freehold,0,9/8/2013,0,0.23454395
22010,976664,1199434,12000,0.0991,779,775,5597.24,0,254.44,B,USBP,Credit Card,Somerton,0,9/22/2013,0,0.23454395
21133,885944,1101724,2625,0.0991,729,725,1976.39,0,86.21,B,Yonkers Public Schools,Credit card payment,YONKERS,0,9/29/2013,0,0.234497829
1579,384068,414807,4500,0.1505,664,660,5202.45,0,58.18,D,Brother Martin High School,Motorcycle,New Orleans,0,null,0,0.234439803
21380,892139,1109011,12025,0.0991,784,780,5608.9,0,254.97,B,USAF Services,Debt Free is for Me,Schertz,0,9/7/2013,0,0.234406411
15697,745633,944247,2000,0.1199,704,700,1726.4,0,66.42,B,United Parcel Service,automobile repair,TORRANCE,0,9/17/2013,0,0.23437793
16796,774230,976390,2000,0.1199,679,675,1726.4,0,66.42,B,Ritz Carlton,Green Loan,truckee,0,9/16/2013,0,0.23437793
18509,818487,1026442,2500,0.0999,709,705,1926.24,0,80.66,B,Dans Fan City,home improvement,VERO BEACH,0,9/29/2013,0,0.234347909
16548,768143,969364,4350,0.1523,669,665,3956.68,0,153.03,C,toyota of hackensack,Major Purchase Loan,newark,0,9/8/2013,0,0.234317993
17507,793212,997700,4800,0.1479,669,665,4136.25,0,165.91,C,The Hartoford Insurance Company,Medical,Colebrook,1,9/5/2013,0,0.234317112
20830,878728,1093492,13781.1696,0.1479,704,700,7611.62,0,331.52,C,Brainerd Lakes Surgery Center,New Loan,Baxter,0,9/22/2013,0,0.234265551
15568,741413,919073,1950,0.1037,724,720,1706.13,0,63.27,B,Ikea,BBQ business trailer,Orlando,0,9/11/2013,0,0.234253177
22416,987943,1203346,2875,0.1171,684,680,2082.52,0,95.1,B,United Parcel Service,credit pay off,Milwaukee,1,9/26/2013,0,0.234186985
23449,1017417,1245587,3200,0.1171,684,680,2214.03,0,105.85,B,Cargill,credit card consolidation,Wichita,0,9/22/2013,0,0.234179487
